0 0 0 0 0 0  0  0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0   0 0 0 0 0 0 0 0  0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0  0 0 0 0  0  0  0  0  0 0 0 0 0  0  0  0  0  0 0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0 0 0 0 0 0 0 0 0  0  0  0  0 0 0  0  0  0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 0 0  0 0 0 0  0 0 0  0 0 0 0 0  0  0  0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 3 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0  0  0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4  0  0   0 0 0 0 0 0 0 2 14 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0  0 0 0 0  0  0  0  0  0 0 4 4 0  0  0  0  0  0 0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  29 15 15 28 0  0  0  0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0 0 0 0 0 0 0 0 0  0  0  0  0 0 0  0  0  0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 0 0  0 0 0 0  0 0 0  0 0 0 0 0  0  0  0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0  0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0  0  0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0   0 0 4 4 0 0 2 1 18 0  0  0  0  4  4  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0  0 0 0 0  0  0  0  0  0 0 0 0 0  0  0  0  0  0 0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  29 15 15 15 15 28 0  0  0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0 0 0 0 0 0 0 0 0  4  4  0  0 0 0  0  0  0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 0 0  0 0 0 0  0 0 0  0 0 0 0 0  0  0  0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0  0 0 0 0 3 3 3 0 0 4 4 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0  0  0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2  0  0   0 0 0 0 0 2 1 1 18 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0  0 0 0 0  11 11 11 0  0 0 0 0 0  0  0  2  2  2 0  0  0  0 0 0 0 0 0 4 4 0 0 0 0 0 0  29 15 15 15 15 15 15 28 0  0 0 0 0 0 0 0 0  0  0  29 28 0  0  0  0 0 0 0 0 0 0 0 0  0  0  0  0 0 0  0  0  0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  22 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 0 0  0 0 0 0  0 0 0  0 0 0 0 0  0  0  0 0 0 0 0 0 0 0  25 0  4 4 0 0 0 25 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 0  0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0  0  0 0 0 0 4 4 0  0  0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0  0  0   0 0 0 0 2 1 1 3 18 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0  11 11 11 0  0 0 0 11 11 11 11 11 0 0 0 0 0  0  0  1  1  1 0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 29 21 21 21 19 19 21 21 21 28 0 0 0 0 0 0 0 0  0  29 15 15 28 0  0  0 0 0 0 0 0 0 0 0  0  0  0  0 0 0  27 0  0 0 0 0  0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  4  4  0  0  0  0  0  0  0  0  0  0  22 0  0  22 0  0  0  22 0  0  0  0  0  0  0  0  0  0  0  0  0  0  22 0  0  0  0  0  0  0  0  0 0 0 0 0  0 0 0 0  0 0 0  0 0 0 0 0  0  0  0 0 0 0 0 0 0 25 25 25 0 0 0 0 0 25 25 0  0 0 0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 3 3 3 0 0 0 0 0 0 0 0 3 3 3 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 0  0 0 0 0 3 3 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1
0 0 0 0 0 0  0  0 0 0 0 0 0 0  0  0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 0  0  0   0 0 0 2 1 1 3 3 18 18 18 18 18 10 10 0  0  0  0  0  0  10 10 10 0 0 11 11 11 11 11 0 0 0 11 11 11 11 11 0 0 0 2 2  2  2  1  3  1 0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  9  21 21 19 19 21 21 9  0  0 0 4 4 0 0 0 0  29 15 15 15 15 28 0  0 0 0 0 0 0 0 0 26 0  0  26 0 0 15 15 15 0 0 0 0  0 2 1 0 0 0 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  22 0  0  0  0  0  0  22 0  0  22 0  0  0  22 0  0  0  0  0  0  0  0  22 0  0  0  0  0  22 0  0  0  0  0  0  0  0  0 0 0 0 0  0 0 0 0  0 0 0  0 0 0 0 0  25 25 0 0 0 0 0 0 0 25 25 25 0 0 0 0 0 25 25 0  0 0 0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0  0 0 0 0 0 0 0 0 3 3 3 3 3 0 0 0 0 0 0 0 0 3 3 3 0 0 0 0 0 0 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 0 0 3 0  0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1
2 0 0 0 0 30 24 0 0 0 0 0 0 13 13 0 0 0 2 2 1 1 1 2 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0  0  0   0 0 2 1 1 3 3 3 18 18 18 23 23 10 10 10 10 10 10 10 10 10 10 10 0 0 11 11 11 11 11 0 0 0 0  0  9  0  0  0 2 2 1 1  1  3  3  3  1 12 12 12 0 0 0 0 0 0 0 0 0 0 2 2 0 0  9  21 21 21 21 21 21 9  0  0 0 0 0 0 0 0 29 15 15 19 19 15 15 28 0 0 0 0 0 0 0 0 21 14 14 21 0 0 0  15 0  0 0 0 0  2 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 0  0  0  0  0  0  0  0  0  0  22 0  0  0  0  10 10 10 10 10 10 0  0  0  22 0  0  0  0  0  0  0  0  22 0  0  0  0  0  22 0  0  0  0  0  0  0  0  0 0 0 0 20 0 0 0 20 0 0 20 0 0 0 0 25 25 25 0 0 0 0 0 0 2 2  2  2  2 0 0 0 0 25 25 25 0 0 0 0 0 0 0 0 0 0 0 0 25 0 25 0 0 0 0 0 0  0 0 0 0 0 0 3 3 3 3 3 6 6 3 0 0 0 0 0 0 3 8 8 3 0 0 0 0 0 0 6 6 6 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 0 0 3 0 0 3 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 0 0 1 1 0 0 0 0 0 2 2 0 0 0 0 0 0 0 2 1 1 1
1 2 2 2 2 2  2  2 2 2 2 2 2 2  2  2 2 2 1 1 1 1 1 1 2 2 2 0 0 2 2 0 0 1 1 1 1 1 2 0 0  0  0   0 2 1 1 3 3 6 3 18 18 23 23 10 10 10 10 10 10 10 10 10 10 3  3  0 0 0  0  9  0  0  0 0 0 0  0  9  0  2  2 1 1 1 3  3  3  3  3  3 2  2  2  2 2 0 0 2 2 0 0 2 2 1 1 2 2  2  2  2  2  2  2  2  2  2  2 0 0 0 0 0 0 0  9  15 19 19 15 9  0  0 0 0 0 0 0 2 2 21 18 18 21 2 2 2  2  2  2 2 2 2  1 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0  0  0  0  0  10 0  0 10 10  10 10 10 0  0  10 10 10 10 10 10 10 0  0  10 10 10 0  0  10 0  0  0  22 0  10 0  0  10 10 14 14 14 14 14 14 14 14 2 2 2 2 2  2 0 0 2  0 0 2  2 2 2 2 2  2  2  2 2 0 0 0 2 1 1  1  1  1 2 0 0 0 25 25 25 0 0 0 0 0 0 2 2 2 0 0 0 2  0 2  0 2 0 0 0 0  0 3 3 3 3 3 3 3 3 3 6 6 6 3 0 0 0 0 0 3 3 8 8 8 0 0 0 0 0 0 3 6 3 3 3 3 3 0 0 0 0 0 0 0 0 3 0 0 3 0 0 3 0 0 3 0  0 3 0 0 0 0 0 0 0 2 2 2 2 2 2 1 1 1 1 2 2 2 0 0 1 1 2 2 2 2 2 1 1 2 2 2 2 2 2 2 1 1 3 3
3 1 1 1 1 1  1  1 1 1 1 1 1 1  1  1 1 1 1 1 3 3 3 1 1 1 1 0 0 1 1 0 0 3 6 6 3 1 1 2 0  0  0   2 1 1 3 6 6 6 6 23 23 23 23 3  3  3  3  10 10 3  3  8  3  3  3  0 0 0  0  9  0  0  0 0 0 0  2  2  2  1  1 1 3 3 3  16 16 16 16 3 1  1  1  1 1 0 0 1 2 0 0 1 1 1 1 1 1  1  1  1  1  1  1  1  1  1  1 2 0 0 0 0 0 0  9  15 15 15 15 9  26 0 0 0 0 0 2 1 1 21 18 18 21 1 1 1  1  1  1 1 1 1  1 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  10 10 10 10 10 0  0 10 10  10 10 10 0  0  10 10 10 10 10 10 10 0  0  10 10 10 0  0  10 10 10 10 10 10 10 0  0  10 10 18 18 18 18 18 18 18 1  1 1 1 1 1  1 0 0 1  0 0 1  1 1 1 1 1  1  1  1 1 0 0 0 1 1 1  1  1  1 1 0 0 0 2  2  2  0 0 0 2 2 2 1 1 1 0 0 0 1  0 1  0 1 0 0 0 1  1 1 3 3 3 3 3 3 3 6 6 6 3 3 0 0 0 0 6 6 3 3 8 8 0 0 0 0 0 0 3 3 3 3 3 3 3 3 0 0 0 0 3 0 0 3 0 0 3 0 0 3 0 0 3 0  0 3 0 0 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3
3 3 3 3 3 3  3  3 3 3 3 3 3 3  3  8 8 3 3 3 3 3 3 3 3 3 3 0 0 1 1 0 0 3 6 6 3 3 1 1 0  0  0   1 1 3 3 3 6 3 3 23 23 23 3  3  3  3  3  3  3  3  8  8  3  3  3  0 0 0  2  2  2  0  0 0 0 2  1  1  1  1  3 3 3 3 17 17 17 17 17 3 3  3  3  3 3 0 0 1 2 0 0 1 1 1 1 1 1  1  1  1  1  1  1  1  1  1  1 1 0 0 0 2 2 2  2  2  2  2  2  2  2  2 2 2 2 2 1 1 1 21 18 18 21 1 1 1  1  1  1 1 1 1  1 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  10 10 10 10 10 0  0 10 10  10 10 10 0  0  10 10 10 10 10 10 10 0  0  10 10 10 0  0  10 10 10 10 10 10 10 0  0  10 10 10 10 18 18 18 18 1  1  1 1 1 1 1  1 0 0 1  0 0 1  1 1 1 1 1  1  1  1 1 0 0 0 1 1 1  1  1  1 1 0 0 0 1  1  1  2 2 2 1 1 1 1 1 1 0 0 0 1  0 1  0 1 0 1 1 1  1 1 1 1 1 3 3 3 3 3 6 6 3 3 0 0 0 0 6 6 6 3 3 3 3 0 0 0 0 3 3 3 3 3 3 3 3 3 3 0 0 0 3 0 0 3 0 0 3 0 0 3 0 0 3 0  0 3 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3
